# "Timestep" "MSD"
1000 0 
2000 2.608121222705927 
3000 7.06601796396408 
4000 11.828590453361194 
5000 15.3362078694245 
6000 19.368044465117887 
7000 22.934865672779065 
8000 26.745326254412902 
9000 31.21531260521526 
10000 34.515684547447165 
11000 37.22803836995279 
12000 39.93104296819675 
13000 43.12701937226142 
14000 45.95846395386048 
15000 49.501481577250566 
16000 52.265548164607 
17000 53.58522161799153 
18000 54.13126459138059 
19000 54.458222508830865 
20000 55.60835121297231 
21000 55.87842523045134 
22000 55.803288744863565 
23000 56.38006330713139 
24000 56.92273246091273 
25000 57.82969857993348 
26000 59.41071450623192 
27000 60.135143356241954 
28000 61.04509893087325 
29000 62.13632814050394 
30000 63.240435853480136 
31000 64.08250429263092 
32000 64.0724004524532 
33000 63.900819924076785 
34000 63.81990407854412 
35000 64.81836225828981 
36000 65.03235245876508 
37000 64.79719343907205 
38000 65.02463795614496 
39000 65.99259307173129 
40000 66.87899685382077 
41000 67.6556433942613 
42000 68.79617191117987 
43000 70.11959028152597 
44000 70.63315610272242 
45000 70.56127005139905 
46000 70.24585857900739 
47000 71.09362413561742 
48000 72.57872117775594 
49000 73.25083462304708 
50000 74.54388010907975 
51000 73.915200290497 
52000 71.7426046559196 
53000 69.85223237942019 
54000 68.26888700450259 
55000 67.01072728013813 
56000 66.1581921637895 
57000 67.38884237875354 
58000 68.74219275864286 
59000 70.37476892889073 
60000 70.58645263599865 
61000 70.00130177308226 
62000 69.40620044960305 
63000 68.78984629026007 
64000 68.84894828826526 
65000 68.77266467094964 
66000 69.69353867819888 
67000 70.6461530594925 
68000 71.45734046344442 
69000 72.10529143998028 
70000 72.71859122685306 
71000 72.98006602843796 
72000 73.72794548126384 
73000 74.62612970719124 
74000 75.19860930553543 
75000 75.81738841872034 
76000 76.41926970633259 
77000 76.33768082457928 
78000 76.59854670765885 
79000 76.18110031770938 
80000 76.32576015538439 
81000 76.52089705476135 
82000 76.66906139299422 
83000 78.70382244368008 
84000 80.24023415046528 
85000 79.88511146847688 
86000 79.11821191258493 
87000 78.58577778560155 
88000 79.08076635282706 
89000 79.17198380068534 
90000 79.2600008086908 
91000 78.80589057956078 
92000 78.60983140622358 
93000 78.52953748422824 
94000 79.01641624516402 
95000 79.04935653269116 
96000 80.00729566453329 
97000 81.02469816723878 
98000 81.48466517345727 
99000 82.35843742317151 
100000 83.5582702809192 
101000 84.74733308987012 
102000 85.09894150358845 
103000 84.50022205030838 
104000 83.36663885988703 
105000 82.23555384075563 
106000 82.62647020216082 
107000 83.87813610861497 
108000 83.83277064444636 
109000 85.50240199986753 
110000 86.92172019154374 
111000 87.42876502049218 
112000 87.42579898221521 
113000 88.54436317597926 
114000 88.39542387445233 
115000 87.61652410837907 
116000 86.5197976668625 
117000 85.4418193218617 
118000 84.10818032830981 
119000 83.60344493049908 
120000 84.10548870651678 
121000 84.6678453447456 
122000 82.97346304307426 
123000 82.87290500183997 
124000 82.85498951264962 
125000 82.76059920265863 
126000 82.44189824310862 
127000 83.397685428808 
128000 82.80692630278838 
129000 82.70489244013943 
130000 83.05861776088842 
131000 83.71282583480841 
132000 83.0526158566479 
133000 82.49596699372404 
134000 82.41520544198617 
135000 83.4607617198314 
136000 83.67746468626089 
137000 85.2384500785418 
138000 86.61957263573946 
139000 87.76783343526421 
140000 89.15292903031165 
141000 89.80283655361451 
142000 90.85324285288239 
143000 91.34102325070931 
144000 90.47593129230722 
145000 89.79619054481394 
146000 89.3998265293083 
147000 88.4370975211464 
148000 87.48545343180952 
149000 88.04722112607071 
150000 88.6581039804984 
151000 88.99106117940504 
152000 90.24864117321665 
153000 92.26634056707225 
154000 93.90814552503319 
155000 95.75896694932752 
156000 96.21375219357043 
157000 96.89454531766691 
158000 96.78949859423322 
159000 95.99394615879193 
160000 94.89704602348567 
161000 93.42728558444134 
162000 92.71445571274755 
163000 93.27868484005614 
164000 94.30712145085099 
165000 94.95022240780048 
166000 95.66398645617211 
167000 96.07029526161706 
168000 95.86267642719288 
169000 94.45676622048413 
170000 93.44980729738104 
171000 91.98103021974987 
172000 90.49936021244058 
173000 89.91024984743441 
174000 89.0256143117208 
175000 89.59138328180002 
176000 91.54380364587756 
177000 91.02416946956163 
178000 90.93482574472246 
179000 91.00964373253524 
180000 90.7048874864704 
181000 90.99883647662242 
182000 91.50169868288015 
183000 91.9705852494558 
184000 93.29911091770023 
185000 94.36690347244209 
186000 95.23694663334565 
187000 96.8339774707381 
188000 98.955658355069 
189000 99.42430165718997 
190000 99.69317722159423 
191000 99.13206433352421 
192000 98.5657808191121 
193000 98.02081903319727 
194000 95.70452987768331 
195000 94.72526158349707 
196000 94.11428020013263 
197000 93.88307391993997 
198000 92.77435556191341 
199000 92.46850045041596 
200000 91.69054135842272 
201000 91.8436252240415 
202000 91.70812136466523 
203000 92.374832100355 
204000 93.61108851357488 
205000 94.78848315313915 
206000 94.88983702476781 
207000 95.68377341282039 
208000 96.1718228171721 
209000 96.65856132416347 
210000 97.45215801839676 
211000 97.71121599655997 
212000 96.77112574756443 
213000 97.06395409373522 
214000 96.48329806782222 
215000 96.16845288492338 
216000 96.6775506626337 
217000 99.12376501262516 
218000 99.97389860692795 
219000 99.6973232193205 
220000 99.59437717215515 
221000 98.7695590438474 
222000 97.67712284744844 
223000 97.02675183248127 
224000 96.80344884650913 
225000 97.99361948241057 
226000 99.57016880334118 
227000 101.15141120748703 
228000 101.12659751476636 
229000 101.13171567026619 
230000 101.77071553315105 
231000 102.70771542565053 
232000 104.67295485807813 
233000 105.18094685383326 
234000 104.87390102659539 
235000 103.93177949927731 
236000 103.78659442703021 
237000 105.07527061603827 
238000 104.88835061426148 
239000 104.03369711765968 
240000 103.6092492386025 
241000 103.1431152327966 
242000 102.41724312288231 
243000 101.51780471835445 
244000 100.75202374721341 
245000 99.37115470492405 
246000 98.575257695009 
247000 100.06394473332236 
248000 102.70351876549896 
249000 104.64065459411252 
250000 104.71369865017758 
251000 104.19642146663523 
252000 104.62075542891087 
253000 105.38836767599314 
254000 105.67364259677461 
255000 105.8093570217308 
256000 106.16333696326207 
257000 106.52720166682838 
258000 107.33106511580291 
259000 107.77759927238297 
260000 108.057174069704 
261000 109.16790620638473 
262000 110.37331948946002 
263000 111.28405091828829 
264000 111.5021930365435 
265000 110.39914075279027 
266000 109.11662286441195 
267000 108.1372417515424 
268000 106.67418646834207 
269000 107.7487438134355 
270000 110.24466163663779 
271000 113.41565482151202 
272000 115.10529518265015 
273000 115.19731474981471 
274000 113.8268899843678 
275000 113.6912027279388 
276000 113.6300917004359 
277000 113.74621001612611 
278000 113.61282961011312 
279000 112.87526799204063 
280000 113.34169811530494 
281000 113.76050708708539 
282000 112.88497580917819 
283000 111.80738112689744 
284000 111.1672611014236 
285000 109.86732660489906 
286000 108.99786278917858 
287000 108.98228285577821 
288000 109.32759888048808 
289000 108.06099216344566 
290000 107.91765410129618 
291000 108.97913091322847 
292000 108.84088341077181 
293000 109.17534321675954 
294000 109.97215254907466 
295000 110.02913192607596 
296000 109.47596818314749 
297000 108.78807542517875 
298000 108.87679840584047 
299000 109.36433039588925 
300000 109.97352649720605 
301000 110.51808975221874 
302000 109.92712936117363 
303000 110.15505454252688 
304000 112.40201846325704 
305000 112.3720176783765 
306000 111.81907214346809 
307000 111.78236789794906 
308000 110.49826683151811 
309000 109.64804659476737 
310000 110.51526963499607 
311000 111.98374911466564 
312000 112.62555330588499 
313000 113.93089106152736 
314000 114.85611753223343 
315000 114.59841026587033 
316000 112.59782506570357 
317000 110.38852674248056 
318000 109.33191863513319 
319000 108.75490766562763 
320000 109.41898078211236 
321000 109.60095091058521 
322000 109.40908042345929 
323000 109.08061477794053 
324000 109.84235758857106 
325000 111.02346959575864 
326000 111.68338304109614 
327000 112.0337363991849 
328000 112.53139927581826 
329000 111.8104526310197 
330000 111.51127329915293 
331000 111.2195681997201 
332000 111.12093947615307 
333000 110.57333551227434 
334000 110.10450526795618 
335000 110.02169840335947 
336000 109.9293715164667 
337000 109.9802207530949 
338000 110.24446459697785 
339000 109.54571968509468 
340000 108.61049476502097 
341000 107.97695455421244 
342000 107.66255571666419 
343000 106.93465675468013 
344000 106.92854935632295 
345000 107.17981587081799 
346000 107.36900070477887 
347000 106.6178075656931 
348000 104.91886925193157 
349000 104.4207956049809 
350000 105.5639055935879 
351000 106.17568936105333 
352000 107.71202485493227 
353000 108.48991625991972 
354000 108.48735440231849 
355000 108.52328143675646 
356000 108.35220753042438 
357000 108.32921829338468 
358000 108.83999687593662 
359000 110.08068960754208 
360000 110.4481812265949 
361000 110.37637915237305 
362000 110.83562926725928 
363000 110.50706877050023 
364000 110.77195806461559 
365000 109.92013314869 
366000 109.70684701410138 
367000 109.13059822524758 
368000 109.09297434677352 
369000 109.69496156408746 
370000 111.42679433507908 
371000 112.29229864553125 
372000 112.91882038066342 
373000 113.74119620600965 
374000 113.79440314489582 
375000 114.49500476462175 
376000 115.06704280760528 
377000 114.89539597057976 
378000 114.07751899507427 
379000 113.17263108447946 
380000 111.15000245193387 
381000 110.6125133949497 
382000 109.78147306241577 
383000 108.7315990829383 
384000 107.60086478155306 
385000 105.92738209303938 
386000 106.41542729912442 
387000 106.6649785407348 
388000 108.2090190505674 
389000 108.15577489446714 
390000 108.17379747416265 
391000 108.14620649898006 
392000 108.28746336295143 
393000 109.49250028483426 
394000 110.39127038225939 
395000 110.76871580702816 
396000 112.79467465771782 
397000 113.05427215393017 
398000 112.37442004363032 
399000 109.9050143615659 
400000 108.5298523218337 
401000 108.16576120813093 
402000 107.8547079871315 
403000 107.08931327335902 
404000 106.33832654706056 
405000 104.89151125662056 
406000 103.28001852538551 
407000 101.64263752808934 
408000 101.17151414911172 
409000 101.63488422668907 
410000 101.69418372199911 
411000 101.99021157634809 
412000 102.09731739224615 
413000 102.81297364019922 
414000 103.36092601808535 
415000 103.48797145389416 
416000 103.7184423015015 
417000 103.44542680089916 
418000 100.45838921483737 
419000 100.60224215367609 
420000 101.3886394724816 
421000 102.2985944819229 
422000 103.46413639142084 
423000 103.12676525468281 
424000 103.04381362590547 
425000 102.60724294340545 
426000 100.25047983127321 
427000 98.91341841953799 
428000 97.88391082437506 
429000 96.56532883419099 
430000 96.25528540589501 
431000 95.96466834875079 
432000 96.60553528313497 
433000 98.77927254958838 
434000 100.6657652146191 
435000 99.74515609379553 
436000 99.27744433850087 
437000 99.69963837420248 
438000 99.3603555163284 
439000 99.82695134165674 
440000 100.39623872670082 
441000 100.78866726441329 
442000 100.83238418378298 
443000 100.73633501661548 
444000 99.6312282029847 
445000 99.06633150546796 
446000 98.95469724846498 
447000 98.53226981092476 
448000 98.23249645718757 
449000 98.34077873390797 
450000 99.0214406146106 
451000 99.80923704406044 
452000 99.87451798760934 
453000 101.0302857750952 
454000 100.51003678850012 
455000 100.5601911711229 
456000 101.88960778880958 
457000 102.26370869766006 
458000 103.23668299996457 
459000 104.01782374146072 
460000 103.38548187118627 
461000 102.67683187261784 
462000 102.8866467651964 
463000 103.37220899113635 
464000 103.8351223052218 
465000 105.40121369293188 
466000 105.99375941698686 
467000 106.74031950950209 
468000 106.25108871238443 
469000 104.93756226599878 
470000 105.05233081145656 
471000 104.67506728499552 
472000 105.66338488834639 
473000 105.89758952723268 
474000 105.74537585911601 
475000 105.79500771062503 
476000 105.98851462359521 
477000 105.33653130073144 
478000 104.50506569372878 
479000 104.73539326911418 
480000 104.23771537024805 
481000 103.11362177800218 
482000 102.94141689123727 
483000 104.29213646722961 
484000 105.39119401766249 
485000 104.8457169936881 
486000 105.16450101314697 
487000 104.9021120460993 
488000 103.26423796750113 
489000 102.69983487900804 
490000 102.01984142303813 
491000 101.73700924648756 
492000 103.35033675477048 
493000 103.35065128900804 
494000 103.50682200248373 
495000 104.12016030466279 
496000 105.70510960554986 
497000 107.22602516055068 
498000 109.41540450657449 
499000 110.3794565337728 
500000 109.89463124350088 
501000 109.26893009020343 
502000 108.92434366131808 
503000 107.58485466817072 
504000 107.57998084660302 
505000 107.54752073506123 
506000 106.89344917429915 
507000 106.26246624474923 
508000 104.32012129086272 
509000 103.70013250501876 
510000 104.77953211738607 
511000 105.7814583357101 
512000 104.82968229793939 
513000 104.19104737000795 
514000 103.89196487853594 
515000 105.11705790752293 
516000 106.76384008487722 
517000 107.02173526384092 
518000 106.39137792468296 
519000 105.7745505882931 
520000 106.05821222291037 
521000 106.47073560290183 
522000 106.48796097711937 
523000 107.26123213395915 
524000 108.73379789096461 
525000 109.85748319644522 
526000 110.95744468144665 
527000 111.9055720992315 
528000 111.22884598988445 
529000 110.06539759680493 
530000 107.8334112196845 
531000 105.97863090287116 
532000 104.16307540164003 
533000 103.97264375055 
534000 104.5867221127455 
535000 103.83484367439706 
536000 105.06875471217775 
537000 105.56530299645162 
538000 105.3368167519676 
539000 105.67022322507104 
540000 105.47646201650434 
541000 106.07003487574812 
542000 106.15738310696622 
543000 105.76961669127286 
544000 105.92170999928742 
545000 105.32209022667779 
546000 103.95460484149397 
547000 103.2818294093548 
548000 104.15698774583062 
549000 103.9122246170683 
550000 102.80172803676284 
551000 102.87030595889242 
552000 103.0844040163094 
553000 102.86932000536787 
554000 101.98527855549231 
555000 102.26323083387146 
556000 103.81723184497068 
557000 106.54812956764086 
558000 108.45562983364087 
559000 108.97724555040267 
560000 110.4444016447305 
561000 109.94839505991132 
562000 110.08512231173592 
563000 109.97386200505099 
564000 109.9947051152158 
565000 109.83767896030128 
566000 110.25665446827006 
567000 111.22297226618277 
568000 110.72452651322396 
569000 109.60051178696747 
570000 108.64794233116463 
571000 108.7697195659901 
572000 109.02702305216614 
573000 110.41709220224485 
574000 111.26105285246403 
575000 110.80788180072183 
576000 110.67682649846769 
577000 110.4721976201227 
578000 109.82055191463951 
579000 109.97227420938741 
580000 110.22621230294706 
581000 110.19130866325534 
582000 110.46565475751835 
583000 112.0147593912315 
584000 111.3576532396876 
585000 109.13691422457549 
586000 108.03454989870414 
587000 108.53284980992304 
588000 109.5064016824704 
589000 109.57152054879636 
590000 110.30161179147953 
591000 110.78623247902681 
592000 111.11052371356253 
593000 111.00536393554106 
594000 111.53753837259585 
595000 111.96472609472588 
596000 112.26672722044414 
597000 112.07418292905513 
598000 112.81356820422575 
599000 112.44429742253047 
600000 111.16249057891736 
601000 109.57981471443405 
602000 109.11978640225325 
603000 107.84953908024396 
604000 107.11281893791782 
605000 106.12292451162679 
606000 107.51622685078199 
607000 109.25386690011389 
608000 109.25764752715912 
609000 108.83819608120666 
610000 108.33566106339096 
611000 108.66840061118728 
612000 109.35595492369129 
613000 109.38820074635588 
614000 109.22736529084871 
615000 109.80212604663636 
616000 110.4134772958971 
617000 111.02890078527867 
618000 111.66438542431818 
619000 111.37559773658644 
620000 109.837520795352 
621000 110.53890291412682 
622000 112.63210251668936 
623000 112.90904365877586 
624000 113.1741451879813 
625000 113.42507899735318 
626000 113.99044250156935 
627000 113.43562785696395 
628000 113.34382721168177 
629000 114.19433404349952 
630000 112.68312053542608 
631000 110.13649344245185 
632000 110.45212499209721 
633000 110.32243609751319 
634000 109.85287599363167 
635000 108.88758144494477 
636000 109.21289519321377 
637000 110.35137813774028 
638000 112.58248188402841 
639000 114.49465129461532 
640000 113.23146158834521 
641000 113.4867231116923 
642000 113.30783925151029 
643000 114.36419012629099 
644000 115.08196016315115 
645000 115.25039251271042 
646000 114.93329040925711 
647000 114.25797957722693 
648000 113.0114946008065 
649000 112.32114584395595 
650000 112.36398341040822 
651000 111.89703940678193 
652000 110.89316492314629 
653000 110.31277469920738 
654000 110.17441144234236 
655000 111.08647666201034 
656000 111.81548688577148 
657000 112.46129424783862 
658000 112.52944895893901 
659000 112.01036897917747 
660000 111.11923716714641 
661000 109.19146366167125 
662000 107.57176944030624 
663000 106.84130606557626 
664000 105.92818009154544 
665000 105.86722691071073 
666000 106.35257872125433 
667000 105.64872407396186 
668000 105.4839901051482 
669000 105.59310649882603 
670000 105.96177181027004 
671000 106.16466778374802 
672000 106.10241875800314 
673000 106.48270567208496 
674000 107.61318757365237 
675000 107.83351540931821 
676000 108.62467604442669 
677000 110.45442733719246 
678000 110.76122071601955 
679000 110.4300259416413 
680000 110.69260483356547 
681000 110.95021973056282 
682000 110.30712594702429 
