# "Timestep" "MSD"
6001000 0 
6002000 1.637843603097369 
6003000 1.964488106777504 
6004000 2.3671873056282737 
6005000 2.5311393744423953 
6006000 3.543512046860471 
6007000 4.623285309777828 
6008000 5.112270961459914 
6009000 4.72595267667069 
6010000 4.6429885872753465 
6011000 5.141487752766105 
6012000 5.34977976250942 
6013000 5.116955249904454 
6014000 6.895528279273201 
6015000 7.2523275264220395 
6016000 6.065024503459217 
6017000 5.8753596054253805 
6018000 5.387608911246015 
6019000 5.852443891981193 
6020000 6.339426371156916 
6021000 7.110020438978259 
6022000 6.405334655204468 
6023000 7.053313209111138 
6024000 6.599011836801431 
6025000 7.325397026469264 
6026000 7.615042340637782 
6027000 6.616134493808068 
6028000 7.42870210831644 
6029000 7.374382875559145 
6030000 7.319664449648215 
6031000 7.608531388419194 
6032000 7.060210692811197 
6033000 7.587372234384442 
6034000 8.3232664757364 
6035000 7.53315073471245 
6036000 7.756153308617719 
6037000 8.051378299511438 
6038000 8.63722344954564 
6039000 8.268529207380558 
6040000 8.888616589773427 
6041000 8.836125282476083 
6042000 7.89654913502154 
6043000 8.205532186316795 
6044000 9.410366034356096 
6045000 9.064867084041463 
6046000 10.207427414716928 
6047000 9.678120080873216 
6048000 10.408845813305854 
6049000 10.486580632792364 
6050000 9.9030391772687 
6051000 9.597837395463529 
6052000 10.036751118308965 
6053000 10.303012177782557 
6054000 10.56878667928159 
6055000 11.080440512353265 
6056000 11.038836260731355 
6057000 11.443162428111687 
6058000 11.524422232830545 
6059000 9.939588417418937 
6060000 9.557187492692096 
6061000 10.075143680858272 
6062000 10.374320934373683 
6063000 10.168580407336412 
6064000 10.189221328035615 
6065000 11.11930374484604 
6066000 10.998767731505609 
6067000 10.625309341190041 
6068000 10.226966684239189 
6069000 9.245123013453872 
6070000 9.649459443831466 
6071000 10.078431053873167 
6072000 10.54568688452714 
6073000 10.081719791298465 
6074000 10.186824714542855 
6075000 10.581943796242978 
6076000 10.823933367526 
6077000 11.282884816877903 
6078000 11.11616033170564 
6079000 11.949734592615595 
6080000 10.822788306084593 
6081000 12.04392529175464 
6082000 10.665677614197925 
6083000 11.086745857007134 
6084000 12.01881183682123 
6085000 10.989089023956012 
6086000 11.396400184758397 
6087000 11.414178057651979 
6088000 12.045196175095983 
6089000 12.340402108842191 
6090000 11.779659579972876 
6091000 11.742740279536806 
6092000 11.456279831537113 
6093000 11.093637957953888 
6094000 11.462179852506209 
6095000 12.08928747166621 
6096000 13.313513009770855 
6097000 13.306377050517952 
6098000 12.596568195425023 
6099000 12.776079393294793 
6100000 12.67183283831261 
6101000 13.24565835544366 
6102000 13.590251789811592 
6103000 13.314336183468159 
6104000 13.320935306580175 
6105000 13.67539381530338 
6106000 12.659438211104092 
6107000 12.03141010433671 
6108000 14.033914406909915 
6109000 14.883712168703177 
6110000 14.497646424732284 
6111000 13.453138031541929 
6112000 14.527069353465762 
6113000 13.75019418754223 
6114000 14.276968270083641 
6115000 13.441725596032239 
6116000 13.414883507210407 
6117000 13.817250146371302 
6118000 13.23973909641363 
6119000 13.884488174020614 
6120000 13.08994512010036 
6121000 14.34733007065982 
6122000 14.505563360845743 
6123000 13.37693285987756 
6124000 13.744090890359685 
6125000 13.243433370625567 
6126000 12.578539135504302 
6127000 13.49012664982864 
6128000 13.486392397606132 
6129000 12.956592181579243 
6130000 12.487615227100727 
6131000 12.290566088173485 
6132000 13.62347342174631 
6133000 14.027582340824846 
6134000 14.325499193760079 
6135000 14.270345351503401 
6136000 15.030510935403793 
6137000 14.913109257267045 
6138000 14.598141478357082 
6139000 14.22618663583752 
6140000 15.41045379284402 
6141000 15.01980926540709 
6142000 14.931987700020795 
6143000 14.081653987884993 
6144000 15.561864258209646 
6145000 14.211018270920704 
6146000 14.020674565584143 
6147000 14.760963172997789 
6148000 14.238309741258183 
6149000 14.103514815049854 
6150000 13.10553312378902 
6151000 13.66538247312122 
6152000 14.510392406111965 
6153000 14.078329480837986 
6154000 14.23673945682828 
6155000 14.88658789134576 
6156000 13.933851392901657 
6157000 15.054113179772287 
6158000 14.111548459149105 
6159000 14.663766277418791 
6160000 15.154032668948823 
6161000 15.323953643302538 
6162000 14.268788097923148 
6163000 14.023971907515303 
6164000 13.259372533373385 
6165000 14.956374784698989 
6166000 14.598793394101005 
6167000 14.911904142411776 
6168000 13.502823735897007 
6169000 13.127728556212485 
6170000 13.916935367237752 
6171000 14.43585626014553 
6172000 13.677450259613218 
6173000 12.902373697706135 
6174000 13.79756780313624 
6175000 12.951395463376299 
6176000 13.435496611676177 
6177000 13.25721716265564 
6178000 13.037333008616727 
6179000 12.43571464942437 
6180000 13.248392497534189 
6181000 13.28048803471047 
6182000 12.661729861399984 
6183000 13.299991499403761 
6184000 13.868996573732444 
6185000 13.213050625237653 
6186000 12.29522679042784 
6187000 13.588678459233456 
6188000 13.372210714714383 
6189000 13.286847889499224 
6190000 13.834805471750826 
6191000 13.595709807206825 
6192000 13.694759532004506 
6193000 13.442688148423933 
6194000 13.425035822353427 
6195000 13.952545076333859 
6196000 14.831726720099827 
6197000 14.531531184718364 
6198000 14.373255367533616 
6199000 15.02385570932918 
6200000 14.640675123521149 
6201000 14.812783416026843 
6202000 13.72507387067629 
6203000 14.70493673379514 
6204000 14.0226685838647 
6205000 13.822435830505059 
6206000 14.313574238021394 
6207000 14.426680806995138 
6208000 15.116882997197234 
6209000 14.677832880606138 
6210000 14.352116515265967 
6211000 13.960402594835701 
6212000 13.912808547642147 
6213000 15.170768503068912 
6214000 14.779597444449934 
6215000 15.002735540309265 
6216000 16.216640131606884 
6217000 15.892930135028626 
6218000 16.370854169731313 
6219000 16.43073000336541 
6220000 15.801430969072495 
6221000 15.496504923866446 
6222000 14.792589783100762 
6223000 14.598488413760338 
6224000 16.086447918190995 
6225000 15.929945821472911 
6226000 16.924503276486877 
6227000 16.371541934822268 
6228000 16.39408476916036 
6229000 18.11838846650752 
6230000 17.376448381381948 
6231000 17.558342208031284 
6232000 17.866802365122588 
6233000 17.222763638276714 
6234000 18.54537109662532 
6235000 17.470236187477315 
6236000 17.997079424803953 
