1	1	2	0.0	17.879	4.185	1.779
2	1	2	0.0	16.819	4.58	2.823
3	1	2	0.0	15.463	3.961	2.428
4	1	2	0.0	14.377	4.332	3.455
5	1	2	0.0	13.04	3.745	2.971
6	1	2	0.0	12.741	4.41	1.615
7	1	2	0.0	11.435	3.925	0.956
8	1	2	0.0	10.21	4.133	1.866
9	1	2	0.0	10.201	3.118	3.026
10	1	2	0.0	8.954	3.378	3.884
11	1	2	0.0	8.62	2.268	4.902
12	1	2	0.0	7.39	2.794	5.662
13	1	2	0.0	6.239	3.068	4.68
14	1	2	0.0	5.05	3.595	5.502
15	1	2	0.0	4.744	2.547	6.587
16	1	2	0.0	3.612	3.049	7.501
17	1	2	0.0	3.379	2.013	8.615
18	1	2	0.0	2.281	2.517	9.571
19	1	2	0.0	2.084	1.49	10.7
20	1	2	0.0	0.999	1.993	11.67
21	1	2	0.0	0.812	0.969	12.803
22	1	2	0.0	5.845	1.749	3.992
23	1	2	0.0	9.629	1.872	6.002
24	1	2	0.0	10.829	0.993	5.587
25	1	2	0.0	12.025	1.702	4.925
26	1	2	0.0	13.123	0.642	4.732
27	1	2	0.0	14.452	1.333	4.383
28	1	2	0.0	14.808	2.2	5.605
29	1	2	0.0	16.166	2.891	5.4
30	1	2	0.0	16.49	3.748	6.638
31	1	1	0.0	18.882	4.643	2.067
32	1	1	0.0	17.565	4.571	0.753
33	1	1	0.0	17.974	3.049	1.745
34	1	1	0.0	16.721	5.715	2.859
35	1	1	0.0	17.14	4.194	3.846
36	1	1	0.0	15.559	2.826	2.379
37	1	1	0.0	15.159	4.359	1.404
38	1	1	0.0	14.286	5.467	3.525
39	1	1	0.0	14.642	3.909	4.477
40	1	1	0.0	12.219	4.002	3.718
41	1	1	0.0	13.125	2.614	2.858
42	1	1	0.0	13.607	4.205	0.904
43	1	1	0.0	12.662	5.534	1.788
44	1	1	0.0	11.509	2.821	0.679
45	1	1	0.0	11.292	4.538	0.005
46	1	1	0.0	9.267	3.947	1.252
47	1	1	0.0	10.198	5.204	2.258
48	1	1	0.0	11.123	3.237	3.679
49	1	1	0.0	10.157	2.067	2.587
50	1	1	0.0	8.053	3.455	3.189
51	1	1	0.0	9.087	4.374	4.422
52	1	1	0.0	8.328	1.32	4.341
53	1	1	0.0	7.668	3.757	6.206
54	1	1	0.0	7.049	2.015	6.422
55	1	1	0.0	6.555	3.837	3.899
56	1	1	0.0	4.144	3.76	4.832
57	1	1	0.0	5.344	4.576	6.002
58	1	1	0.0	5.683	2.386	7.213
59	1	1	0.0	4.444	1.562	6.097
60	1	1	0.0	2.658	3.193	6.895
61	1	1	0.0	3.92	4.041	7.971
62	1	1	0.0	4.346	1.872	9.202
63	1	1	0.0	3.064	1.018	8.157
64	1	1	0.0	1.305	2.652	8.997
65	1	1	0.0	2.6	3.515	10.019
66	1	1	0.0	3.065	1.357	11.266
67	1	1	0.0	1.764	0.489	10.256
68	1	1	0.0	0.016	2.124	11.107
69	1	1	0.0	1.32	2.994	12.112
70	1	1	0.0	0.493	-0.033	12.36
71	1	1	0.0	0.01	1.34	13.522
72	1	1	0.0	1.796	0.839	13.364
73	1	1	0.0	6.738	1.348	3.406
74	1	1	0.0	5.536	0.99	4.784
75	1	1	0.0	9.023	1.211	6.704
76	1	1	0.0	9.976	2.786	6.589
77	1	1	0.0	10.46	0.137	4.932
78	1	1	0.0	11.248	0.552	6.552
79	1	1	0.0	12.403	2.511	5.635
80	1	1	0.0	11.767	2.153	3.914
81	1	1	0.0	12.809	-0.09	3.916
82	1	1	0.0	13.275	0.078	5.711
83	1	1	0.0	14.346	1.976	3.447
84	1	1	0.0	15.263	0.548	4.226
85	1	1	0.0	14.867	1.536	6.529
86	1	1	0.0	13.996	2.986	5.753
87	1	1	0.0	16.106	3.559	4.481
88	1	1	0.0	16.98	2.106	5.251
89	1	1	0.0	15.673	4.529	6.781
90	1	1	0.0	17.493	4.27	6.487
91	1	1	0.0	16.544	3.08	7.56
